Date,Start time,End time,Client ID,Balance,Remaining,Scheduled Online,Status,Membership,Staff Alert,Yellow Alert,Unpaid Appointment,First Visit
1/11/2018,10:30 AM,12:00 PM,100000190,$0.00 ,0,No,Completed,,,,No,No
1/11/2018,12:00 PM,1:10 PM,100000214,$0.00 ,3,No,Completed,,,,No,No
1/11/2018,1:30 PM,3:00 PM,100000135,$0.00 ,0,No,Completed,,,,No,No
1/11/2018,3:00 PM,4:30 PM,100000016,$0.00 ,0,No,Completed,,,,No,No
1/11/2018,4:30 PM,5:30 PM,100000244,$0.00 ,0,No,Completed,,,,No,No
1/12/2018,7:15 AM,8:25 AM,100000449,$0.00 ,2,No,Completed,,,,No,No
1/12/2018,8:30 AM,10:10 AM,100000174,$0.00 ,5,No,Completed,,,,No,No
1/12/2018,10:15 AM,11:55 AM,100000178,$0.00 ,5,No,Completed,,,,No,No
1/12/2018,12:30 PM,1:30 PM,100000176,($60.00),0,No,Completed,,,,No,No
1/12/2018,1:30 PM,2:40 PM,100000278,($120.00),0,No,Completed,,,,No,No
1/12/2018,3:00 PM,4:40 PM,100000092,$0.00 ,0,No,Completed,,,,No,No
1/15/2018,9:15 AM,10:30 AM,100000575,$0.00 ,0,No,Signed in,,,,No,Yes
1/15/2018,9:15 AM,10:30 AM,100000366,$0.00 ,7,No,Signed in,,,,No,No
1/15/2018,9:15 AM,10:30 AM,100000366,$0.00 ,7,No,Signed in,,,,No,No
1/15/2018,9:15 AM,10:30 AM,100000372,$0.00 ,0,No,Signed in,,,,No,No
1/15/2018,9:15 AM,10:30 AM,100000341,$0.00 ,16,No,Signed in,,,,No,No
1/15/2018,9:15 AM,10:30 AM,100000342,$0.00 ,11,No,Signed in,,,,No,No
1/15/2018,9:15 AM,10:30 AM,100000463,$0.00 ,0,No,Signed in,,,,No,No
1/15/2018,9:15 AM,10:30 AM,100000316,$0.00 ,0,Yes,Signed in,,,,No,Yes
1/15/2018,9:15 AM,10:30 AM,100000440,$0.00 ,5,No,Signed in,,,,No,No
1/15/2018,9:15 AM,10:30 AM,100000417,$0.00 ,0,No,Signed in,,,,No,Yes
1/15/2018,10:30 AM,11:30 AM,---,$0.00 ,---,No,,,,,No,No
1/15/2018,12:00 PM,12:45 PM,100000580,$0.00 ,3,No,Signed in,,,,No,Yes
1/15/2018,12:00 PM,12:45 PM,100000002,$0.00 ,6,No,Signed in,,,,No,No
1/15/2018,12:00 PM,12:45 PM,100000002,$0.00 ,6,Yes,Signed in,,,,No,No
1/15/2018,12:00 PM,12:45 PM,100000113,$0.00 ,5,No,Signed in,,,,No,No
1/15/2018,12:00 PM,12:45 PM,100000004,($250.00),0,Yes,Signed in,,,,No,No
1/15/2018,12:00 PM,12:45 PM,100000397,$0.00 ,0,No,Signed in,,,,No,Yes
1/15/2018,12:00 PM,12:45 PM,100000581,$0.00 ,4,No,Signed in,,,,No,Yes
1/15/2018,12:00 PM,1:10 PM,100000574,$0.00 ,0,No,Completed,,,,No,Yes
1/15/2018,1:15 PM,2:15 PM,---,$0.00 ,---,No,,,,,No,No
1/15/2018,2:15 PM,3:55 PM,100000536,$0.00 ,0,Yes,Completed,,,,No,Yes
1/15/2018,3:00 PM,4:40 PM,100000016,$0.00 ,0,No,Completed,,,,No,No
1/15/2018,4:15 PM,5:30 PM,100000449,$0.00 ,9,Yes,Signed in,,,,No,No
1/15/2018,4:15 PM,5:30 PM,100000449,$0.00 ,9,No,Signed in,,,,No,No
1/15/2018,4:15 PM,5:30 PM,100000437,$0.00 ,0,No,Signed in,,,,No,No
1/15/2018,4:15 PM,5:30 PM,100000583,$0.00 ,11,No,Signed in,,,,No,Yes
1/15/2018,4:15 PM,5:30 PM,100000427,$0.00 ,9,No,Signed in,,,,No,No
1/15/2018,4:15 PM,5:30 PM,100000427,$0.00 ,9,No,Signed in,,,,No,No
1/15/2018,4:15 PM,5:30 PM,100000582,$0.00 ,1,No,Signed in,,,,No,Yes
1/15/2018,4:15 PM,5:30 PM,100000444,$0.00 ,15,No,Signed in,,,,No,No
1/15/2018,4:15 PM,5:30 PM,100000370,$0.00 ,3,No,Signed in,,,,No,Yes
1/15/2018,4:15 PM,5:30 PM,100000410,$0.00 ,2,Yes,Signed in,,,,No,No
1/15/2018,4:15 PM,5:30 PM,100000424,$0.00 ,10,No,Signed in,,,,No,No
1/15/2018,4:15 PM,5:30 PM,100000424,$0.00 ,10,No,Signed in,,,,No,No
1/15/2018,4:15 PM,5:30 PM,100000469,$0.00 ,0,No,Signed in,,,,No,No
1/15/2018,4:15 PM,5:30 PM,100000528,$0.00 ,995,No,Signed in,,,,No,No
1/15/2018,5:45 PM,6:45 PM,100000029,$0.00 ,1,Yes,Signed in,,,,No,No
1/15/2018,5:45 PM,6:45 PM,100000126,$0.00 ,18,Yes,Signed in,,,,No,No
1/15/2018,5:45 PM,6:45 PM,100000074,$0.00 ,7,No,Signed in,,,,No,No
1/15/2018,5:45 PM,6:45 PM,100000074,$0.00 ,7,No,Signed in,,,,No,No
1/15/2018,5:45 PM,6:45 PM,100000241,$0.00 ,6,No,Signed in,,,,No,No
1/15/2018,5:45 PM,6:45 PM,100000241,$0.00 ,6,No,Signed in,,,,No,No
1/15/2018,5:45 PM,6:45 PM,100000241,$0.00 ,6,No,Signed in,,,,No,No
1/15/2018,5:45 PM,6:45 PM,100000159,$0.00 ,6,Yes,Signed in,,,,No,No
1/15/2018,5:45 PM,6:45 PM,100000587,$0.00 ,0,No,Signed in,,,,No,Yes
1/15/2018,5:45 PM,6:45 PM,100000528,$0.00 ,995,No,Signed in,,,,No,No
1/15/2018,5:45 PM,6:45 PM,100000578,$0.00 ,0,Yes,Signed in,,,,No,Yes
1/15/2018,5:45 PM,6:45 PM,100000114,$0.00 ,"99,979",No,Signed in,Member with Practioners & Partners from 2/9/2018 12:00:00 AM to 9/30/2020 12:00:00 AM,,,No,No
1/16/2018,8:00 AM,9:10 AM,100000577,$0.00 ,1,Yes,Completed,,,,No,Yes
1/16/2018,8:30 AM,10:00 AM,100000113,$0.00 ,0,No,Completed,,,,No,No
1/16/2018,9:15 AM,10:30 AM,100000377,$0.00 ,13,No,Signed in,,,,No,No
1/16/2018,9:15 AM,10:30 AM,100000405,$0.00 ,5,No,Signed in,,,,No,No
1/16/2018,9:15 AM,10:30 AM,100000446,$0.00 ,0,No,Signed in,,,,No,No
1/16/2018,9:15 AM,10:30 AM,100000450,$0.00 ,0,No,Signed in,,,,No,No
1/16/2018,9:15 AM,10:30 AM,100000459,$0.00 ,0,No,Signed in,,,,No,No
1/16/2018,9:15 AM,10:30 AM,100000468,$0.00 ,2,No,Signed in,,,,No,No
1/16/2018,9:15 AM,10:30 AM,100000491,$0.00 ,1,Yes,Signed in,,,,No,No
1/16/2018,9:15 AM,10:30 AM,100000423,$0.00 ,6,No,Signed in,,,,No,No
1/16/2018,10:00 AM,11:10 AM,100000500,$0.00 ,0,No,Completed,,,,No,Yes
1/16/2018,10:15 AM,11:45 AM,100000437,$0.00 ,0,No,Completed,,,,No,No
1/16/2018,11:30 AM,1:00 PM,100000077,$0.00 ,0,No,Completed,,,,No,No
1/16/2018,12:00 PM,12:45 PM,100000400,$0.00 ,15,No,Signed in,,,,No,No
1/16/2018,12:00 PM,12:45 PM,100000388,$0.00 ,4,No,Signed in,,,,No,No
1/16/2018,12:00 PM,12:45 PM,100000338,$0.00 ,4,No,Signed in,,,,No,No
1/16/2018,1:00 PM,2:10 PM,100000131,$0.00 ,0,No,Completed,,,,No,No
1/16/2018,2:30 PM,3:30 PM,100000288,$0.00 ,0,No,Completed,,,,No,No
1/16/2018,3:30 PM,5:00 PM,100000282,$0.00 ,3,No,Completed,,,,No,No
1/16/2018,4:15 PM,5:15 PM,100000507,$0.00 ,3,No,Signed in,,,,No,No
1/16/2018,4:15 PM,5:15 PM,100000586,$0.00 ,0,Yes,Signed in,,,,No,Yes
1/16/2018,5:45 PM,6:45 PM,100000590,$0.00 ,0,Yes,Signed in,,,,No,Yes
1/16/2018,5:45 PM,6:45 PM,100000147,$0.00 ,998,No,Signed in,,,,No,No
1/17/2018,9:15 AM,10:30 AM,100000372,$0.00 ,0,No,Signed in,,,,No,No
1/17/2018,9:15 AM,10:30 AM,100000410,$0.00 ,2,No,Signed in,,,,No,No
1/17/2018,9:15 AM,10:30 AM,100000593,$0.00 ,1,Yes,Signed in,,,,No,Yes
1/17/2018,9:15 AM,10:30 AM,100000420,$0.00 ,3,No,Signed in,,,,No,No
1/17/2018,10:30 AM,11:40 AM,100000039,$0.00 ,1,Yes,Completed,,,,No,No
1/17/2018,12:00 PM,12:45 PM,100000088,$0.00 ,998,No,Signed in,,,,No,No
1/17/2018,12:00 PM,1:40 PM,100000213,$0.00 ,1,Yes,Completed,,,,No,No
1/17/2018,1:30 PM,2:30 PM,100000308,$0.00 ,0,No,Completed,,,,No,No
1/17/2018,1:45 PM,3:15 PM,100000356,$0.00 ,1,No,Completed,,,,No,No
1/17/2018,3:15 PM,4:00 PM,---,$0.00 ,---,No,,,,,No,No
1/17/2018,3:30 PM,5:00 PM,100000273,$0.00 ,0,No,Completed,,,,No,No
1/17/2018,4:15 PM,5:30 PM,100000377,$0.00 ,13,No,Signed in,,,,No,No
1/17/2018,4:15 PM,5:30 PM,100000126,$0.00 ,18,Yes,Signed in,,,,No,No
1/17/2018,4:15 PM,5:30 PM,100000449,$0.00 ,9,Yes,Signed in,,,,No,No
1/17/2018,4:15 PM,5:30 PM,100000437,$0.00 ,0,No,Signed in,,,,No,No
1/17/2018,4:15 PM,5:30 PM,100000427,$0.00 ,9,No,Signed in,,,,No,No
1/17/2018,4:15 PM,5:30 PM,100000427,$0.00 ,9,No,Signed in,,,,No,No
1/17/2018,4:15 PM,5:30 PM,100000363,$0.00 ,0,No,Signed in,,,,No,No
1/17/2018,4:15 PM,5:30 PM,100000363,$0.00 ,0,No,Signed in,,,,No,No
1/17/2018,4:15 PM,5:30 PM,100000582,$0.00 ,1,No,Signed in,,,,No,No
1/17/2018,4:15 PM,5:30 PM,100000444,$0.00 ,15,No,Signed in,,,,No,No
1/17/2018,4:15 PM,5:30 PM,100000590,$0.00 ,0,Yes,Signed in,,,,No,No
1/17/2018,4:15 PM,5:30 PM,100000469,$0.00 ,0,No,Signed in,,,,No,No
1/17/2018,4:15 PM,5:30 PM,100000528,$0.00 ,995,No,Signed in,,,,No,No
1/17/2018,4:15 PM,5:30 PM,100000478,$0.00 ,0,No,Signed in,,,,No,No
1/17/2018,4:15 PM,5:30 PM,100000478,$0.00 ,0,No,Signed in,,,,No,No
1/17/2018,5:45 PM,6:45 PM,100000587,$0.00 ,0,No,Signed in,,,,No,No
1/17/2018,5:45 PM,6:45 PM,100000079,($50.00),999,Yes,Signed in,,,,No,No
1/18/2018,8:15 AM,9:00 AM,---,$0.00 ,---,No,,,,,No,No
1/18/2018,9:15 AM,10:30 AM,100000474,$0.00 ,9,No,Signed in,,,,No,No
1/18/2018,9:15 AM,10:30 AM,100000597,$0.00 ,2,No,Signed in,,,,No,Yes
1/18/2018,9:15 AM,10:30 AM,100000489,$0.00 ,0,No,Signed in,,,,No,No
1/18/2018,9:15 AM,10:30 AM,100000468,$0.00 ,2,No,Signed in,,,,No,No
1/18/2018,10:30 AM,12:00 PM,100000190,$0.00 ,0,No,Completed,,,,No,No
1/18/2018,10:45 AM,11:55 AM,100000474,$0.00 ,3,No,Completed,,,,No,No
1/18/2018,12:00 PM,1:40 PM,100000159,$0.00 ,0,No,Completed,,,,No,No
1/18/2018,1:00 PM,2:00 PM,100000594,$0.00 ,0,No,Completed,Member with Practioners & Partners from 2/9/2018 12:00:00 AM to 9/30/2020 12:00:00 AM,,,No,Yes
1/18/2018,2:00 PM,4:00 PM,100000281,$0.00 ,0,No,Completed,,,,No,No
1/18/2018,4:00 PM,5:30 PM,100000073,$0.00 ,2,No,Completed,,,,No,No
1/18/2018,4:15 PM,5:15 PM,100000596,$0.00 ,1,No,Signed in,,,,No,Yes
1/18/2018,4:15 PM,5:15 PM,100000319,$0.00 ,0,No,Signed in,,,,No,No
1/18/2018,4:15 PM,5:15 PM,100000588,$0.00 ,0,Yes,Signed in,,,,No,Yes
1/19/2018,7:30 AM,9:00 AM,---,$0.00 ,---,No,,,,,No,No
1/19/2018,8:45 AM,10:15 AM,---,$0.00 ,---,No,,,,,No,No
1/19/2018,9:15 AM,10:30 AM,100000405,$0.00 ,5,No,Signed in,,,,No,No
1/19/2018,9:15 AM,10:30 AM,100000332,$0.00 ,3,No,Signed in,,,,No,Yes
1/19/2018,9:15 AM,10:30 AM,100000332,$0.00 ,3,No,Signed in,,,,No,Yes
1/19/2018,9:15 AM,10:30 AM,100000445,$0.00 ,0,No,Signed in,,,,No,No
1/19/2018,9:15 AM,10:30 AM,100000468,$0.00 ,2,No,Signed in,,,,No,No
1/19/2018,9:15 AM,10:30 AM,100000417,$0.00 ,0,No,Signed in,,,,No,No
1/19/2018,9:15 AM,10:30 AM,100000315,$0.00 ,0,No,Signed in,,,,No,No
1/19/2018,9:15 AM,10:30 AM,100000423,$0.00 ,6,No,Signed in,,,,No,No
1/19/2018,10:15 AM,11:45 AM,---,$0.00 ,---,No,,,,,No,No
1/19/2018,12:00 PM,12:45 PM,100000449,$0.00 ,9,Yes,Signed in,,,,No,No
1/19/2018,12:15 PM,1:25 PM,100000058,$0.00 ,0,Yes,Completed,,,,No,No
1/19/2018,1:30 PM,3:10 PM,100000116,$0.00 ,0,No,Completed,,,,No,No
1/19/2018,3:15 PM,4:55 PM,100000092,$0.00 ,0,No,Completed,,,,No,No
1/19/2018,5:00 PM,6:15 PM,100000507,$0.00 ,3,No,Signed in,,,,No,No
1/19/2018,5:00 PM,6:15 PM,100000583,$0.00 ,11,No,Signed in,,,,No,No
1/19/2018,5:00 PM,6:15 PM,100000583,$0.00 ,11,No,Signed in,,,,No,No
1/19/2018,5:00 PM,6:15 PM,100000326,$0.00 ,0,Yes,Signed in,,,,No,Yes
1/19/2018,5:00 PM,6:15 PM,100000306,$0.00 ,0,No,Signed in,,,,No,No
1/19/2018,5:00 PM,6:15 PM,100000420,$0.00 ,3,No,Signed in,,,,No,No
1/19/2018,5:00 PM,6:15 PM,100000358,$0.00 ,0,No,Signed in,,,,No,No
1/22/2018,9:00 AM,10:45 AM,---,$0.00 ,---,No,,,,,No,No
1/22/2018,9:15 AM,10:30 AM,100000434,$0.00 ,0,No,Signed in,,,,No,No
1/22/2018,9:15 AM,10:30 AM,100000604,$0.00 ,0,No,Signed in,,,,No,Yes
1/22/2018,9:15 AM,10:30 AM,100000575,$0.00 ,0,No,Signed in,,,,No,No
1/22/2018,9:15 AM,10:30 AM,100000391,$0.00 ,9,No,Signed in,,,,No,No
1/22/2018,9:15 AM,10:30 AM,100000341,$0.00 ,16,No,Signed in,,,,No,No
1/22/2018,9:15 AM,10:30 AM,100000342,$0.00 ,11,No,Signed in,,,,No,No
1/22/2018,9:15 AM,10:30 AM,100000406,$0.00 ,0,No,Signed in,,,,No,No
1/22/2018,9:15 AM,10:30 AM,100000425,$0.00 ,0,No,Signed in,,,,No,No
1/22/2018,9:15 AM,10:30 AM,100000417,$0.00 ,0,No,Signed in,,,,No,No
1/22/2018,9:15 AM,10:30 AM,100000603,$0.00 ,4,No,Signed in,,,,No,Yes
1/22/2018,10:30 AM,11:30 AM,100000600,$0.00 ,0,No,Completed,,,,No,Yes
1/22/2018,10:45 AM,11:55 AM,100000417,$0.00 ,0,No,Completed,,,,No,No
1/22/2018,12:00 PM,12:45 PM,100000388,$0.00 ,4,No,Signed in,,,,No,No
1/22/2018,12:00 PM,12:45 PM,100000606,$0.00 ,4,Yes,Signed in,,,,No,Yes
1/22/2018,12:00 PM,12:45 PM,100000593,$0.00 ,1,Yes,Signed in,,,,No,No
1/22/2018,12:00 PM,2:10 PM,100000009,$0.00 ,1,Yes,Completed,,,,No,No
1/22/2018,1:00 PM,2:00 PM,100000113,$0.00 ,0,No,Completed,,,,No,No
1/22/2018,2:00 PM,3:30 PM,100000122,$0.00 ,0,No,Completed,,,,No,No
1/22/2018,2:15 PM,3:55 PM,100000213,$0.00 ,1,Yes,Completed,,,,No,No
1/22/2018,3:45 PM,4:00 PM,---,$0.00 ,---,No,,,,,No,No
1/22/2018,4:15 PM,5:30 PM,100000449,$0.00 ,9,Yes,Signed in,,,,No,No
1/22/2018,4:15 PM,5:30 PM,100000437,$0.00 ,0,No,Signed in,,,,No,No
1/22/2018,4:15 PM,5:30 PM,100000122,$0.00 ,5,No,Signed in,,,,No,No
1/22/2018,4:15 PM,5:30 PM,100000444,$0.00 ,15,No,Signed in,,,,No,No
1/22/2018,4:15 PM,5:30 PM,100000410,$0.00 ,2,Yes,Signed in,,,,No,No
1/22/2018,4:15 PM,5:30 PM,100000386,$0.00 ,0,No,Signed in,,,,No,Yes
1/22/2018,4:15 PM,5:30 PM,100000438,$0.00 ,0,No,Signed in,,,,No,No
1/22/2018,4:15 PM,5:30 PM,100000528,$0.00 ,995,No,Signed in,,,,No,No
1/22/2018,4:15 PM,5:30 PM,100000420,$0.00 ,3,No,Signed in,,,,No,No
1/22/2018,4:15 PM,5:30 PM,100000478,$0.00 ,0,No,Signed in,,,,No,No
1/22/2018,4:15 PM,5:30 PM,100000478,$0.00 ,0,No,Signed in,,,,No,No
1/22/2018,5:45 PM,6:45 PM,100000126,$0.00 ,18,Yes,Signed in,,,,No,No
1/22/2018,5:45 PM,6:45 PM,100000297,$0.00 ,0,No,Signed in,,,,No,Yes
1/22/2018,5:45 PM,6:45 PM,100000074,$0.00 ,7,No,Signed in,,,,No,No
1/22/2018,5:45 PM,6:45 PM,100000074,$0.00 ,7,No,Signed in,,,,No,No
1/22/2018,5:45 PM,6:45 PM,100000084,$0.00 ,20,Yes,Signed in,,,,No,No
1/22/2018,5:45 PM,6:45 PM,100000159,$0.00 ,6,No,Signed in,,,,No,No
1/22/2018,5:45 PM,6:45 PM,100000079,($50.00),999,No,Signed in,,,,No,No
1/22/2018,5:45 PM,6:45 PM,100000065,($105.00),7,No,Signed in,,,,No,No
1/22/2018,5:45 PM,6:45 PM,100000339,$0.00 ,995,No,Signed in,,,,No,No
1/22/2018,5:45 PM,6:45 PM,100000528,$0.00 ,995,No,Signed in,,,,No,No
1/22/2018,5:45 PM,6:45 PM,100000607,$0.00 ,0,Yes,Signed in,,,,No,Yes
1/22/2018,5:45 PM,6:45 PM,100000114,$0.00 ,"99,979",No,Signed in,Member with Practioners & Partners from 2/9/2018 12:00:00 AM to 9/30/2020 12:00:00 AM,,,No,No
1/23/2018,8:00 AM,9:00 AM,---,$0.00 ,---,No,,,,,No,No
1/23/2018,8:00 AM,9:30 AM,100000020,$0.00 ,4,No,Completed,,,,No,No
1/23/2018,9:00 AM,9:15 AM,---,$0.00 ,---,No,,,,,No,No
1/23/2018,9:15 AM,10:30 AM,100000377,$0.00 ,13,No,Signed in,,,,No,No
1/23/2018,9:15 AM,10:30 AM,100000405,$0.00 ,5,No,Signed in,,,,No,No
1/23/2018,9:15 AM,10:30 AM,100000445,$0.00 ,0,No,Signed in,,,,No,No
1/23/2018,9:15 AM,10:30 AM,100000468,$0.00 ,2,No,Signed in,,,,No,No
1/23/2018,9:15 AM,10:30 AM,100000423,$0.00 ,6,No,Signed in,,,,No,No
1/23/2018,9:30 AM,11:00 AM,100000117,$0.00 ,0,No,Completed,,,,No,No
1/23/2018,10:30 AM,10:45 AM,---,$0.00 ,---,No,,,,,No,No
1/23/2018,10:45 AM,12:00 PM,100000437,$0.00 ,0,No,Completed,,,,No,No
1/23/2018,11:00 AM,12:30 PM,100000215,$0.00 ,2,No,Completed,,,,No,No
1/23/2018,12:00 PM,12:45 PM,100000338,$0.00 ,4,No,Signed in,,,,No,No
1/23/2018,12:30 PM,1:30 PM,100000303,$0.00 ,0,Yes,Completed,,,,No,Yes
1/23/2018,1:30 PM,3:30 PM,---,$0.00 ,---,No,,,,,No,No
1/23/2018,4:15 PM,5:15 PM,100000424,$0.00 ,10,No,Signed in,,,,No,No
1/24/2018,9:15 AM,10:30 AM,100000372,$0.00 ,0,No,Signed in,,,,No,No
1/24/2018,9:15 AM,10:30 AM,100000410,$0.00 ,2,No,Signed in,,,,No,No
1/24/2018,9:15 AM,10:30 AM,100000420,$0.00 ,3,No,Signed in,,,,No,No
1/24/2018,12:00 PM,12:45 PM,100000002,$0.00 ,6,Yes,Signed in,,,,No,No
1/24/2018,12:00 PM,4:00 PM,---,$0.00 ,---,No,,,,,No,No
1/24/2018,1:00 PM,1:30 PM,100000609,$0.00 ,0,No,Completed,,,,No,Yes
1/24/2018,4:15 PM,5:30 PM,100000377,$0.00 ,13,No,Signed in,,,,No,No
1/24/2018,4:15 PM,5:30 PM,100000126,$0.00 ,18,Yes,Signed in,,,,No,No
1/24/2018,4:15 PM,5:30 PM,100000407,$0.00 ,0,Yes,Signed in,,,,No,Yes
1/24/2018,4:15 PM,5:30 PM,100000437,$0.00 ,0,No,Signed in,,,,No,No
1/24/2018,4:15 PM,5:30 PM,100000363,$0.00 ,0,No,Signed in,,,,No,No
1/24/2018,4:15 PM,5:30 PM,100000363,$0.00 ,0,No,Signed in,,,,No,No
1/24/2018,5:45 PM,6:45 PM,100000524,$0.00 ,4,Yes,Signed in,,,,No,Yes
1/24/2018,7:00 PM,8:30 PM,100000204,$0.00 ,0,Yes,Signed in,,,,No,No
1/24/2018,7:00 PM,8:30 PM,100000204,$0.00 ,0,No,Signed in,,,,No,No
1/24/2018,7:00 PM,8:30 PM,100000068,$100.00 ,0,Yes,Signed in,,,,No,No
1/24/2018,7:00 PM,8:30 PM,100000159,$0.00 ,0,No,Signed in,,,,No,No
1/24/2018,7:00 PM,8:30 PM,100000511,$0.00 ,0,Yes,Signed in,,,,No,No
1/24/2018,7:00 PM,8:30 PM,100000578,$0.00 ,0,No,Signed in,,,,No,No
1/24/2018,7:00 PM,8:30 PM,100000566,$0.00 ,0,Yes,Absent,,,,No,Yes
1/25/2018,9:00 AM,10:30 AM,---,$0.00 ,---,No,,,,,No,No
1/25/2018,9:00 AM,1:45 PM,---,$0.00 ,---,No,,,,,No,No
1/25/2018,10:30 AM,12:00 PM,100000190,$0.00 ,0,No,Completed,,,,No,No
1/25/2018,12:00 PM,12:45 PM,100000400,$0.00 ,15,No,Signed in,,,,No,No
1/25/2018,12:00 PM,12:45 PM,100000472,$0.00 ,6,No,Signed in,,,,No,No
1/25/2018,12:00 PM,12:45 PM,100000344,$0.00 ,2,No,Signed in,,,,No,Yes
1/25/2018,12:00 PM,12:45 PM,100000469,$0.00 ,0,No,Signed in,,,,No,No
1/25/2018,12:00 PM,12:45 PM,100000397,$0.00 ,0,No,Signed in,,,,No,No
1/25/2018,12:00 PM,1:10 PM,100000214,$0.00 ,3,No,Completed,,,,No,No
1/25/2018,1:15 PM,3:25 PM,100000009,$0.00 ,1,Yes,Completed,,,,No,No
1/25/2018,3:30 PM,5:10 PM,100000610,$0.00 ,0,No,Completed,,,,No,Yes
1/25/2018,5:45 PM,6:45 PM,100000147,$0.00 ,998,No,Signed in,,,,No,No
1/25/2018,6:30 PM,8:00 PM,---,$0.00 ,---,No,,,,,No,No
1/26/2018,7:30 AM,9:00 AM,---,$0.00 ,---,No,,,,,No,No
1/26/2018,9:00 AM,10:10 AM,100000195,($50.00),0,Yes,Completed,,,,No,No
1/26/2018,9:15 AM,10:30 AM,100000405,$0.00 ,5,No,Signed in,,,,No,No
1/26/2018,9:15 AM,10:30 AM,100000472,$0.00 ,6,No,Signed in,,,,No,No
1/26/2018,9:15 AM,10:30 AM,100000332,$0.00 ,3,No,Signed in,,,,No,No
1/26/2018,9:15 AM,10:30 AM,100000332,$0.00 ,3,No,Signed in,,,,No,No
1/26/2018,9:15 AM,10:30 AM,100000468,$0.00 ,2,No,Signed in,,,,No,No
1/26/2018,9:15 AM,10:30 AM,100000423,$0.00 ,6,No,Signed in,,,,No,No
1/26/2018,10:30 AM,12:10 PM,100000144,$0.00 ,0,Yes,Completed,,,,No,No
1/26/2018,12:00 PM,12:45 PM,100000612,$0.00 ,3,No,Signed in,,,,No,Yes
1/26/2018,12:00 PM,12:45 PM,100000456,$0.00 ,0,No,Signed in,,,,No,No
1/26/2018,12:30 PM,2:10 PM,100000056,$0.00 ,0,Yes,Completed,,,,No,No
1/26/2018,2:15 PM,3:00 PM,---,$0.00 ,---,No,,,,,No,No
1/26/2018,3:15 PM,4:55 PM,100000092,$0.00 ,0,No,Completed,,,,No,No
1/26/2018,5:00 PM,6:15 PM,100000353,$0.00 ,0,No,Signed in,,,,No,Yes
1/26/2018,5:00 PM,6:15 PM,100000407,$0.00 ,0,Yes,Absent,,,,No,No
1/26/2018,5:00 PM,6:15 PM,100000339,$0.00 ,995,No,Signed in,,,,No,No
1/29/2018,9:15 AM,10:30 AM,100000434,$0.00 ,0,No,Signed in,,,,No,No
1/29/2018,9:15 AM,10:30 AM,100000391,$0.00 ,9,No,Signed in,,,,No,No
